,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,2.5715689659118652,0.09562499821186066,0.07999999821186066,0.0012499999720603228,2.39680552482605,0.111328125,0.0,0.0
1,2.3834216594696045,0.1274999976158142,0.0,0.0,2.3844807147979736,0.123046875,0.0,0.0
2,2.36118483543396,0.1393750011920929,0.0,0.0,2.371600389480591,0.126953125,0.0,0.0
3,2.344001531600952,0.1237500011920929,0.0,0.0,2.36683988571167,0.12890625,0.0,0.0
4,2.3257360458374023,0.16312499344348907,0.0,0.0,2.364121198654175,0.154296875,0.0,0.0
5,2.2983672618865967,0.1756249964237213,0.0,0.0,2.3381481170654297,0.1640625,0.0,0.0
6,2.279118537902832,0.18000000715255737,0.7142857313156128,0.0031250000465661287,2.3324739933013916,0.208984375,0.0,0.0
7,2.260826826095581,0.19562500715255737,0.5714285969734192,0.0024999999441206455,2.318723678588867,0.205078125,0.0,0.0
8,2.2287540435791016,0.203125,0.6363636255264282,0.008750000037252903,2.2905523777008057,0.1953125,1.0,0.00390625
9,2.2099390029907227,0.2150000035762787,0.5862069129943848,0.010625000111758709,2.2743489742279053,0.212890625,0.5,0.001953125
10,2.1776278018951416,0.2224999964237213,0.6285714507102966,0.013749999925494194,2.276960849761963,0.216796875,0.75,0.005859375
11,2.158416986465454,0.2331250011920929,0.7647058963775635,0.02437499910593033,2.2706868648529053,0.208984375,0.6666666865348816,0.01171875
12,2.1274564266204834,0.2475000023841858,0.7037037014961243,0.023749999701976776,2.2675743103027344,0.2265625,0.8888888955116272,0.015625
13,2.0826401710510254,0.26374998688697815,0.774193525314331,0.029999999329447746,2.2657933235168457,0.2265625,0.7142857313156128,0.01953125
14,2.0820391178131104,0.27125000953674316,0.6666666865348816,0.03375000134110451,2.27053165435791,0.228515625,0.6666666865348816,0.0078125
15,2.0470240116119385,0.26875001192092896,0.6891891956329346,0.03187499940395355,2.2667484283447266,0.236328125,0.5384615659713745,0.013671875
16,2.0277695655822754,0.28312501311302185,0.7157894968986511,0.042500000447034836,2.275296688079834,0.216796875,0.625,0.009765625
17,2.011431932449341,0.2862499952316284,0.7142857313156128,0.04062499850988388,2.278170108795166,0.232421875,0.5,0.01171875
18,1.9919953346252441,0.3050000071525574,0.684684693813324,0.04749999940395355,2.279137372970581,0.232421875,0.5,0.01171875
